City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
224,Riyadh,SA,2021-06-14 03:38:43,24.6877,46.7219,91.45,14,0,9.22
225,Quchan,IR,2021-06-14 03:40:40,37.106,58.5095,78.71,21,0,8.01
226,Hamilton,US,2021-06-14 03:40:40,39.1834,-84.5333,74.61,75,1,0.0
227,Duvan,RU,2021-06-14 03:40:40,55.695,57.9024,71.37,47,95,10.18
228,Sisimiut,GL,2021-06-14 03:40:41,66.9395,-53.6735,36.09,76,94,4.74
229,Huarmey,PE,2021-06-14 03:40:41,-10.0681,-78.1522,66.09,85,0,6.89
230,Orlovka,RU,2021-06-14 03:40:42,44.6914,44.1744,67.82,77,16,2.8
231,Sao Mateus Do Maranhao,BR,2021-06-14 03:40:42,-4.0417,-44.475,72.27,95,88,2.98
232,Hofn,IS,2021-06-14 03:40:42,64.2539,-15.2082,37.51,67,99,18.07
233,Tena,EC,2021-06-14 03:40:42,-0.9833,-77.8167,67.77,96,97,2.44
234,Aiken,US,2021-06-14 03:40:43,33.5835,-81.5998,76.1,87,1,4.61
235,Shelburne,CA,2021-06-14 03:40:43,44.0787,-80.2041,64.85,68,6,7.27
236,Mersin,TR,2021-06-14 03:39:24,36.862,34.6509,70.95,81,1,4.9
237,Ocala,US,2021-06-14 03:40:43,29.1872,-82.1401,73.71,97,40,0.0
238,Filadelfia,US,2021-06-14 03:40:36,39.9523,-75.1638,69.94,76,90,4.0
239,Ponta Delgada,PT,2021-06-14 03:40:44,37.7333,-25.6667,66.92,88,20,6.91
240,Beloha,MG,2021-06-14 03:40:44,-25.1667,45.05,63.9,94,11,3.65
241,Camana,PE,2021-06-14 03:40:44,-16.6228,-72.7111,62.8,83,1,4.29
242,Angoche,MZ,2021-06-14 03:40:44,-16.2325,39.9086,65.91,91,26,8.32
243,Luena,AO,2021-06-14 03:40:45,-11.7833,19.9167,46.36,49,72,3.89
244,Tank,PK,2021-06-14 03:40:45,32.2217,70.3793,91.6,42,0,4.94
245,Tshikapa,CD,2021-06-14 03:40:45,-6.4167,20.8,64.72,46,80,2.73
246,Sao Joao Da Barra,BR,2021-06-14 03:40:46,-21.6403,-41.0511,65.23,76,97,9.31
247,Shamkhal,RU,2021-06-14 03:40:46,43.0596,47.3373,69.78,68,0,10.33
248,Dakar,SN,2021-06-14 03:40:46,14.6937,-17.4441,77.13,88,0,11.5
249,Malindi,KE,2021-06-14 03:40:46,-3.2175,40.1191,77.16,73,40,11.5
250,Kavaratti,IN,2021-06-14 03:40:47,10.5669,72.642,83.68,77,100,21.45
251,Suluq,LY,2021-06-14 03:40:47,31.6682,20.2521,68.49,78,0,7.11
252,Tiptur,IN,2021-06-14 03:40:47,13.2586,76.4783,74.5,72,100,20.42
253,Shihezi,CN,2021-06-14 03:40:48,44.3,86.0333,69.66,30,37,13.33
254,Mangrol,IN,2021-06-14 03:40:48,21.1167,70.1167,86.45,74,28,15.55
255,Berlevag,NO,2021-06-14 03:40:48,70.8578,29.0864,46.4,74,33,23.51
256,Quirinopolis,BR,2021-06-14 03:40:48,-18.4483,-50.4517,64.49,60,5,3.67
257,Pudozh,RU,2021-06-14 03:40:49,61.8099,36.5345,54.86,98,100,5.17
258,Souillac,MU,2021-06-14 03:40:49,-20.5167,57.5167,73.36,73,40,11.5
259,Geraldton,AU,2021-06-14 03:40:49,-28.7667,114.6,68.13,72,75,14.97
260,Eyl,SO,2021-06-14 03:40:50,7.9803,49.8164,81.32,62,100,24.0
261,Iralaya,HN,2021-06-14 03:40:50,15.0,-83.2333,79.05,86,100,10.16
262,Lady Lake,US,2021-06-14 03:40:50,28.9175,-81.9229,74.23,93,1,1.01
263,Manaure,CO,2021-06-14 03:40:51,11.7751,-72.4445,80.08,79,0,8.86
264,Pangody,RU,2021-06-14 03:40:51,65.85,74.4859,70.97,50,98,15.68
265,Nijar,ES,2021-06-14 03:40:51,36.9665,-2.206,69.66,49,0,4.61
266,Viedma,AR,2021-06-14 03:40:51,-40.8135,-62.9967,46.45,86,97,10.02
267,Bukama,CD,2021-06-14 03:40:52,-9.2,25.85,61.3,52,79,3.76
268,Yar-Sale,RU,2021-06-14 03:40:52,66.8333,70.8333,69.96,54,16,7.11
269,Sao Felix Do Xingu,BR,2021-06-14 03:40:52,-6.6447,-51.995,73.0,72,57,1.05
270,San Carlos De Bariloche,AR,2021-06-14 03:40:53,-41.1456,-71.3082,29.95,74,20,5.75
271,Marawi,PH,2021-06-14 03:40:53,7.9986,124.2928,82.65,78,36,1.88
272,Saltpond,GH,2021-06-14 03:40:53,5.2091,-1.0606,78.33,85,50,6.58
273,Marondera,ZW,2021-06-14 03:40:53,-18.1853,31.5519,41.86,80,0,3.67
274,Apatity,RU,2021-06-14 03:36:52,67.5641,33.4031,49.57,67,16,5.12
275,Honningsvag,NO,2021-06-14 03:40:54,70.9821,25.9704,45.93,70,40,26.46
276,Gat,IL,2021-06-14 03:40:54,31.61,34.7642,71.4,100,0,3.33
277,Vardo,NO,2021-06-14 03:40:54,70.3705,31.1107,48.4,68,80,15.17
278,Steubenville,US,2021-06-14 03:40:55,40.3698,-80.634,69.21,88,3,3.47
279,Havelock,US,2021-06-14 03:40:55,34.8791,-76.9013,74.01,91,75,1.99
280,Narsaq,GL,2021-06-14 03:40:55,60.9167,-46.05,43.02,84,13,1.81
281,Ambilobe,MG,2021-06-14 03:40:56,-13.2,49.05,70.5,90,2,2.37
282,Bridlington,GB,2021-06-14 03:38:39,54.0831,-0.1919,64.89,96,16,10.04
283,Santander,ES,2021-06-14 03:40:56,43.4647,-3.8044,66.97,95,85,5.01
284,Port-Gentil,GA,2021-06-14 03:40:56,-0.7193,8.7815,77.16,87,81,12.24
285,Paslek,PL,2021-06-14 03:40:57,54.0616,19.6593,53.53,89,7,3.78
286,Ballina,AU,2021-06-14 03:40:57,-28.8667,153.5667,68.77,53,0,8.05
287,Bengkulu,ID,2021-06-14 03:40:57,-3.8004,102.2655,84.6,63,98,4.7
288,Les Cayes,HT,2021-06-14 03:40:58,18.2,-73.75,77.52,84,96,4.65
289,Araouane,ML,2021-06-14 03:40:58,18.9048,-3.5265,92.59,21,23,13.58
290,Plaster Rock,CA,2021-06-14 03:40:58,46.9065,-67.39,55.92,73,76,4.65
