City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
689,Buchanan,LR,5.8808,-10.0467,76.96,73,84,6.73,light rain
690,Rabo De Peixe,PT,37.8,-25.5833,71.11,68,20,8.05,few clouds
691,Oxford,GB,51.7522,-1.256,81.48,55,20,1.01,few clouds
692,Chapais,CA,49.7834,-74.8492,58.78,68,89,2.53,overcast clouds
693,Teramo,IT,42.65,13.6833,78.01,42,20,8.99,few clouds
694,Obo,CF,5.3998,26.4869,82.94,61,100,5.73,overcast clouds
695,San Antonio,US,29.4241,-98.4936,78.04,83,8,3.0,clear sky
696,Bari Sadri,IN,24.4167,74.4667,97.14,23,4,13.71,clear sky
697,Arona,ES,28.0996,-16.681,72.12,60,20,7.0,few clouds
698,Tyup,KG,42.7276,78.3648,56.89,54,44,6.55,scattered clouds
699,Katete,UG,-0.7818,29.7544,82.71,37,100,6.44,overcast clouds
700,Marrakesh,MA,31.6315,-8.0083,80.67,47,0,5.75,clear sky
701,Iznik,TR,40.4286,29.7211,62.55,94,100,2.73,light rain
702,Nivala,FI,63.9167,24.9667,62.91,55,100,5.95,overcast clouds
703,Mandal,IN,25.45,74.5667,103.03,21,7,13.06,clear sky
704,Constitucion,CL,-35.3333,-72.4167,48.72,65,100,7.45,overcast clouds
705,Bethanien,NA,-26.502,17.1583,78.26,18,4,5.68,clear sky
706,Carutapera,BR,-1.195,-46.02,82.99,72,67,5.86,broken clouds
707,Tiznit,MA,29.5833,-9.5,76.55,48,40,9.01,scattered clouds
708,San Javier,ES,37.8063,-0.8374,93.63,51,0,8.01,clear sky
709,Remanso,BR,-9.6179,-42.0831,78.8,61,47,13.85,scattered clouds
710,Linhares,BR,-19.3911,-40.0722,71.6,64,30,9.26,scattered clouds
711,San Andres,CO,12.5847,-81.7006,75.22,94,90,2.3,light intensity drizzle
712,Poltavka,RU,54.3663,71.7632,78.21,41,81,1.52,broken clouds
713,Dedza,MW,-14.3779,34.3332,68.95,33,41,4.14,scattered clouds
714,Los Chiles,CR,11.0333,-84.7167,73.72,97,100,1.28,overcast clouds
715,Honningsvag,NO,70.9821,25.9704,43.93,71,43,24.76,scattered clouds
716,Mangrol,IN,21.1167,70.1167,87.33,72,12,16.84,few clouds
